_id,StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
312,עבירות בטחון,עבירות אחרות כלפי בטחון,התחזות המסכנת את שלום הציבור,
313,עבירות בטחון,עבירות אחרות כלפי בטחון,התחזות כאחר בחקירה או בבית משפט,
314,עבירות בטחון,עבירות אחרות כלפי בטחון,התחזות לעובד צבור,
315,עבירות בטחון,עבירות אחרות כלפי בטחון,התחפשות- לפגוע בשלום הציבור,
316,עבירות בטחון,עבירות אחרות כלפי בטחון,זיוף/מרמה סימן לזיהוי רכב או רשיון,
317,עבירות בטחון,עבירות אחרות כלפי בטחון,זריעת בהלה או יאוש,
318,עבירות בטחון,עבירות אחרות כלפי בטחון,חבירה לקבוצה שביצעו עבירה,
319,עבירות בטחון,עבירות אחרות כלפי בטחון,חבלה במתקן צה'ל,
320,עבירות בטחון,עבירות אחרות כלפי בטחון,חבלה במתקן צה'ל 51ב לצו 378 מהוראות הביטחון 1970,
321,עבירות בטחון,עבירות אחרות כלפי בטחון,חבלה ברכוש מדינת ישראל או צה'ל,
322,עבירות בטחון,עבירות אחרות כלפי בטחון,חבר בארגון טרור,1
323,עבירות בטחון,עבירות אחרות כלפי בטחון,חבר בארגון טרור הנוטל חלק בפעילות,1
324,עבירות בטחון,עבירות אחרות כלפי בטחון,חברות בקבוצה שחבריה עברו על סעיף מד,
325,עבירות בטחון,עבירות אחרות כלפי בטחון,חברות בקבוצה שחבריה עברו על סעיף מו,
326,עבירות בטחון,עבירות אחרות כלפי בטחון,"חיזוק ידיים, סיוע",
327,עבירות בטחון,עבירות אחרות כלפי בטחון,חיפוי על  עבירה,
328,עבירות בטחון,עבירות אחרות כלפי בטחון,חריגת מסמכות עד לפגיעה בבטחון שלא,
329,עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות בעלות ערך צבאי,
330,עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות כוזבות,
331,עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות כוזבות 74 מצו 378  מהוראות הבטחון 1970,
332,עבירות בטחון,עבירות אחרות כלפי בטחון,יידוי חפץ לפגיעה באדם או ברכוש,
333,עבירות בטחון,עבירות אחרות כלפי בטחון,יידוי חפץ לשם פגיעה בנתיב תחבורה,
334,עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור נשק חם או חנ'מ ללא היתר,
335,עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור נשק חם שלא בתנאי ההיתר,
336,עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור סכין שלא למטרה כשרה,
337,עבירות בטחון,עבירות אחרות כלפי בטחון,"יצור נשק, תחמושת או חומר נפץ",
338,עבירות בטחון,עבירות אחרות כלפי בטחון,"יצור נשק,תחמושת או חמרי חבלה",
339,עבירות בטחון,עבירות אחרות כלפי בטחון,יציאת אדם משטח סגור,
340,עבירות בטחון,עבירות אחרות כלפי בטחון,ירי לצורך נסוי,
341,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה ויציאה של אדם לשטח סגור,
342,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לא מוסמכת למקום צבאי,1
343,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לאזור מוגבל,
344,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לישראל עם ת.ז. ירוקה 86(ב) לצו בדבר הוראות ב,
345,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום מוגבל או הטעית שומר,
346,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי,
347,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי במגמה לפגוע,1
348,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי ע'מ לפגוע במדינה,
349,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לשטח מוגבל 70 (א) לצו 378 מהוראות הביטחון 19,
350,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לשטח סגור,
351,עבירות בטחון,עבירות אחרות כלפי בטחון,כניסת אדם לשטח סגור,
352,עבירות בטחון,עבירות אחרות כלפי בטחון,מאמן או מדריך למטרות פעילות טרור,1
353,עבירות בטחון,עבירות אחרות כלפי בטחון,מאמן אחרים אימון צבאי,
354,עבירות בטחון,עבירות אחרות כלפי בטחון,מילוי תפקיד ניהול/פיקוד בארגון טרור,1
355,עבירות בטחון,עבירות אחרות כלפי בטחון,מנהל/מפקד-ארגון טרור פעילות פלילית,1
356,עבירות בטחון,עבירות אחרות כלפי בטחון,מניעת בצוע תפקידי צה'ל,
357,עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת אישור כוזב במילוי תפקיד,
358,עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת אישור כוזב לבית משפט,
359,עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת ידיעות כוזבות,
360,עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת פרטים כוזבים בפני פקיד רשמי,
361,עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה הכנה ע'י מסמך מזוייף,1
362,עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה הכנה ע'מ לפגוע בבטחון המדינה,
363,עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה באישה שמלאו לה 15 שנה או יותר,
364,עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה במקום ציבורי,
365,עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה בקטין בן פחות מ15,
366,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן אמצעים לביצוע פשע,
367,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן אמצעים לביצוע פשע,
368,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט,
369,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט- עבירה על תחיקת הבטחון,
370,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט לעוברים על צו זה,
371,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן עדות שקר,
372,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שימוש במסמך מזוייף על ידי אחר,
373,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שירות/העמדת אמצעים לארגון טרור,1
374,עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שרות/אמצעים לביצוע מעשה טרור,1
375,עבירות בטחון,עבירות אחרות כלפי בטחון,נהיגת תושב האזור ברכב שאינו רשום,
376,עבירות בטחון,עבירות אחרות כלפי בטחון,נוכחות באמון צבאי ללא חוקי,
377,עבירות בטחון,עבירות אחרות כלפי בטחון,נותן שירות לפרסום/הפצה לתכני הסתה,1
378,עבירות בטחון,עבירות אחרות כלפי בטחון,נזק לרכוש הכוחות המזויינים,
379,עבירות בטחון,עבירות אחרות כלפי בטחון,ניסיון,
380,עבירות בטחון,עבירות אחרות כלפי בטחון,ניסיון,
381,עבירות בטחון,עבירות אחרות כלפי בטחון,נסיון לפגוע ברכוש מדינת ישראל וצה'ל,
382,עבירות בטחון,עבירות אחרות כלפי בטחון,נסיון לשידול/להדחה/להסתה,
383,עבירות בטחון,עבירות אחרות כלפי בטחון,נשבע לעבור עבירה חמורה,
384,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת חומר נפץ שלא כחוק,
385,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת כלי יריה שלא כחוק,
386,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק או חמרי נפץ ללא היתר,
387,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק חם או חנ'מ ללא היתר,
388,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק חם שלא בתנאי ההיתר,
389,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק מחוץ לבית ללא היתר,
390,עבירות בטחון,עבירות אחרות כלפי בטחון,"נשיאת נשק,תחמושת או חומרי חבלה",
391,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת/הובלת חלק של נשק או תחמושת,1
392,עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת/הובלת נשק שלא כדין,1
393,עבירות בטחון,עבירות אחרות כלפי בטחון,נתינת/קבלת צ'ק ערוך,
394,עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע,
395,עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע למבוקשים על פי ס' 57 לצו בדבר הוראות בטחון -,
396,עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע לעובר על תחוקת הבטחון,
397,עבירות בטחון,עבירות אחרות כלפי בטחון,סיכון אדם בכלי תחבורה בתנועה,
398,עבירות בטחון,עבירות אחרות כלפי בטחון,סיכון בטחון המדינה,
399,עבירות בטחון,עבירות אחרות כלפי בטחון,סרוב לעצור כלי רכב,
400,עבירות בטחון,עבירות אחרות כלפי בטחון,עבירה על פי צו המושל הצבאי מכח מנשר סדרי שלטון ומש,
